,Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
2606,11/07/1972,,Military - U.S. Marine Corps,,,Sikorsky CH-53D (helicopter),156658,,67,60,7,52,50,2,0,"Shot down by enemy fire, 60 miles north of Siagon.","Quang Tri, South Vietnam",16.8581352,106.8588935,POINT (16.8581352 106.8588935)
2607,20/07/1972,,Charter,,,Sud-Aviation SE210 Caravelle,,,84,,,1,1,0,0,"On the takeoff run, a loud explosion was heard and the takeoff was aborted. The aircraft never became airborne,  overran the runway and crashed into shallow water.  On passenger that did not have her seatbelt on was killed.","Corfu Island, Greece",39.591337,19.85961892,POINT (39.591337 19.8596189187339)
2608,29/07/1972,6:53,AVIANCA / AVIANCA,,,Douglas DC-3 / Douglas DC-3,HK1341X/HK107,11716 / 11723,38,32,6,38,32,6,0,Midair collision. Seventeen aboard the HK-134 and twenty-one aboard the HK-107 killed.,"Villavicencio, Colombia",4.1315113,-73.6206667,POINT (4.1315113 -73.6206667)
2609,12/08/1972,22:42,Indian Airlines,,Gwalior - Delhi,Fokker F-27 Friendship 100,VT-DME,10175,18,14,4,18,14,4,0,Crashed on second approach after the pilot used the wrong flap setting and gears down after initiating a go-around.,"Delhi, India",28.6517178,77.2219388,POINT (28.6517178 77.22193879999998)
2610,12/08/1972,4:00,Military - U.S. Air Force,,,Lockheed C-130E,62-1853,3817,44,36,8,30,23,7,0,The aircraft was hit by small arms fire shortly after taking off from Soc Trang Air Base.,"Soc Trang, South Vietnam",9.5664427,105.876444,POINT (9.5664427 105.876444)
2611,14/08/1972,17:00,Interflug,,Berlin - Birgas,Ilyushin IL-62,DM-SEA,702,156,148,8,156,148,8,0,"In cargo bay 6, hot air, leaking from an air conditioning system, melted insulation off cabling causing a short circuit in the stabilizing system. Melting insulation ignited flammable fluid which led to an uncontrollable fire that eventually weakened the structure until the tail fell off.","Konigs Wusterausen, East Germany",31.4399,-95.35078,POINT (31.4399 -95.35078)
2612,16/08/1972,,Burma Airways,,Sandoway - Rangoon,Douglas DC-3 (C-47A-DK),XY-ACM,26979,31,27,4,26,22,4,0,Lost control soon after it took off and crashed into the sea.,"Sandoway, Burma",18.4664443,94.3668616,POINT (18.4664443 94.36686159999999)
2613,27/08/1972,,Lineas Areas Venezolanas,,Canaima - C iudad,Douglas C-47-DL,YV-C-AKE,4705,34,31,3,34,31,3,0,The aircraft crashed while the crew was returning to the airport after experiencing a No.1 engine failure.,"Canaima, Venezuela",10.6268452,-63.1794655,POINT (10.6268452 -63.17946550000001)
2614,28/08/1972,14:30,Military - Royal Australian Air Force,,Lae - Port Moresby,de Havilland Canada DHC-4 Caribou,A4-233,233,29,26,3,25,22,3,0,"While traveling through a valley, the pilot reversed his course after the weather deteriorated. He began to climb but clipped trees just below a ridge, lost control of the aircraft and crashed. The pilot's error in judgement in not flying about the poor weather in the valley.","Papua, New Guinea",-5.52259885,142.0871176,POINT (-5.52259885 142.087117627033)
2615,31/08/1972,10:19,Aeroflot,558,Karaganda - Moscow,Ilyushin IL-18,CCCP-74298,182004505,102,93,9,102,93,9,0,"The aircraft crashed, trailing heavy smoke. Fire caused by spontaneous ignition of passenger baggage.","Magnitogorsk, Russia",53.4242184,58.983136,POINT (53.4242184 58.983136)
2616,1/09/1972,,Ansett Airlines of Papua New Guinea,,,Shorts SC-7 Skyvan 3-300,VH-PNI,SH-1840,4,3,1,4,3,1,0,"While on a VFR flight, the aircraft, struck  Mt. Giluwe at  14,346 feet. Cause undetermined.","Mt. Giluwe, Papua, New Guinea",-5.695438,143.910495,POINT (-5.695437999999998 143.910495)
2617,7/09/1972,17:57,Servicios Aereas Virgen de Copacabana,,,Curtiss C-46A-40-CU,CP-959,26903,8,6,2,1,0,1,0,"The No.1 engine failed during takeoff, the aircraft banked left, lost height, touched down again and ran through small trees and a fence . The right gear collapsed and the nose hit the ground.","Trinidad, Bolivia",-14.8349438,-64.9044936,POINT (-14.8349438 -64.9044936)
2618,10/09/1972,10:20,Ethiopian Airlines,,Axum - Gondar,Douglas DC-3,ET-ABQ,4325,11,8,3,11,8,3,0,Crashed after a wing separated from the fuselage caused by the presence of fatigue cracks in the root.,"Gondar, Ethiopia",12.610368,37.466766,POINT (12.610368 37.466766)
2619,13/09/1972,12:00,Military - Royal Nepalese Air Force,,Panchkhal - Tribuvan,Douglas C-47,9N-RF10,9950,31,27,4,31,27,4,0,Crashed while en route with paratroopers in limited visibility,"Dhulikhel, Nepal",27.618921,85.552917,POINT (27.618921 85.55291700000002)
2620,24/09/1972,,Air Vietnam (South Vietnam),,Vientiane - Saigon,Douglas C-54D-1-DC,XV-NUH,10588,13,8,5,10,6,4,0,Crashed 23 miles from Saigon while attempting an emergency landing.,"Ben Cat, South Vietnam",11.131155,106.6001481,POINT (11.131155 106.600148111878)
2621,24/09/1972,,Private,,,F-86 Sabrejet,N275X,,1,0,1,0,0,0,22,"A World War II vintage Sabrejet fighter leaving an air show at Executive Airport was unable to get airborn and crashed into a Farrell's Ice Cream Parlor on Freeport Blvd. Twenty-two people on the ground, including 12 children were killed. The pilot, was pulled from the wreckage by a bystander and survived. The pilot tried to lift off too quickly, pointing the nose of the jet three times higher than the normal angle. Instead of becoming airborne sooner, the plane had trouble getting off the ground.","Sacramento, California",38.5810606,-121.4938951,POINT (38.5810606 -121.4938951)
2622,1/10/1972,19:25,Aeroflot,1036,Adler - Moscow,Ilyushin IL-18B,CCCP-75507,183006405,108,108,8,108,100,8,0,"The flight ditched into Black Sea shortly after takeoff. The accident occurred in good weather and visibility, and ground controllers received no distress message prior to the crash. An investigation failed to reveal its cause.","Adler, USSR",43.426364,39.924876,POINT (43.426364 39.924876)
2623,2/10/1972,,Cambodia Air,,,Douglas DC-3,XW-TDA,13729,9,7,2,9,7,2,0,Shot down by a mortar shell while approaching to land at Kampot.,"Kampot, Cambodia",10.6314754,104.132637,POINT (10.6314754 104.132637)
2624,13/10/1972,15:30,Uruguayan Air Force - TAMU,,Mendoza - Santiago,Fairchild-Hiller FH-227D/LCD,T-571,572,45,40,5,29,24,5,0,"The plane left Montevideo bound for Santiago, Chile carrying the Old Christians Rugby Team. After leaving Mendoza and while flying at FL150, the copilot radioed he was over Curico and requested clearance to FL100. Because of head winds, the plane was actually still over the Andes. As the plane descended into clouds it ran into turbulence and the crew found themselves surrounded by mountains on all sides. The crew tried to climb out but the right wingtip struck the mountainside. The right wing detached and separated from the aircraft taking off part of the tail. The fuselage slid down a mountain slope and came to rest in the Andes mountains at an altitude of 12,000 feet. The survivors were not found until 12/22/72. Eight passengers died in an avalanche on October 30. Survivors resorted to cannibalism to stay alive. The book and movie ""Alive"" is based on this accident. The aircraft flew into a rotor zone or mountain wave which led to loss of control of the aircraft.","San Fernando, Chile",-34.5837722,-70.9891244,POINT (-34.5837722 -70.98912440000002)
2625,13/10/1972,21:50,Aeroflot,217,Leningrad - Moscow,Ilyushin IL-62,CCCP-86671,70301,174,164,10,174,164,10,0,"The aircraft crashed at the outer marker while attempting to land for the third time in poor weather conditions.  Sudden incapacitation of the crew for reasons unknown. Contributing to the accident, the airport's instrument landing system was not working.","Moscow, USSR",55.7101229,37.78177495,POINT (55.71012289999999 37.7817749515823)
2626,16/10/1972,9:00,Private,,"Anchorage, AK - Juneau, AK",Cessna 310C,N1812H,35912,4,3,1,4,3,1,0,"The plane was on a flight from Anchorage to Juneau when it disappeared as it was approaching the Chugach Mountain range.  The weather along the prescribed route was not condusive to VFR flight.  Louisiana Congressman and House Majority Leader Hale Boggs, Alaska Congressman Nick Begich and his aide killed. Cause unknown.",the Alaska coast,57.7505943,-152.4883466,POINT (57.7505943 -152.4883466)
2627,21/10/1972,21:30,Olympic Airways,,Kerkira - Athens,NAMC YS-11A-202,SX-BBQ,2155,53,49,4,37,36,1,0,Crashed into the sea just short of the runway while on approach in poor visibility. Controlled flight into water.,"Athens, Greece",37.9839412,23.7283052,POINT (37.9839412 23.7283052)
2628,23/10/1972,,Air Melanesie,,Lenakel - Port Vila,Britten-Norman BN-2A-6 Islander,F-OCRH,221,8,7,1,1,1,0,0,"After takeoff from Lenakel Airport, en route to Port Vila, the pilot wanted to show cattle to a passenger and decided to reduce his altitude when the twin engine airplane struck trees. Pilot error.","Tanna, Vanuatu",-19.48577845,169.3345014,POINT (-19.48577845 169.3345014483)
2629,27/10/1972,19:18,Air Inter,696,Lyon - Clermont,Vickers Viscount 724,F-BMCH,50,68,63,5,60,55,5,0,Crashed while landing in severe turbulence. Faulty indication by radio compass.,"Noiretable, Loire, France",45.817108,3.7661111,POINT (45.81710800000001 3.7661111)
2630,30/10/1972,20:40,Aero Transporti Italiani,,Napoli - Bari,Fokker F-27 Friendship 200,I-ATIR,10301,27,24,3,27,24,3,0,Plummeted to the ground and burst into flames near a farmhouse after losing control with the tower. Visual approach in descent below minima.,"Poggiorsini, Italy",40.917126,16.254774,POINT (40.917126 16.254774)
2631,31/10/1972,18:00,Military - U.S. Army,,,Boeing Vertol CH-47 (helicopter),,,22,,,22,,,0,Shot down by enemy fire over the Mekong Delta region.,"My Tho, South Vietnam",10.3606197,106.3658439,POINT (10.3606197 106.3658439)
2632,4/11/1972,20:02,Balkan Bulgarian Airlines,,Burgas - Sofia,Ilyushin IL-14P,LZ-ILA,146001046,35,31,4,35,31,4,0,"The crew elected to divert to Plovdiv due to fog. While on approach, the aircraft flew into a mountain. ATC error.","Plovdiv, Bulgaria",42.1418541,24.7499297,POINT (42.1418541 24.7499297)
2633,17/11/1972,23:20,Metro Air Systems,,"Hopkinsville, KY - Lexington, KY",Beech G18S,N2700S,BA-567,11,10,1,11,10,1,0,"Improperly loaded aircraft, weight and center of gravity.","Elkton, Kentucky",36.8100425,-87.1541675,POINT (36.8100425 -87.1541675)
2634,28/11/1972,19:51,Japan Air Lines,446,Moscow - Tokyo,McDonnell Douglas DC-8-62,JA8040,46057/474,76,61,15,62,53,9,0,"The aircraft lost altitude while taking off and crashed. The copilot responded to the captain's ""gear-up"" command by reaching forward and pulling back on the ground spoiler handle, rather than lifting the gear handle which was immediately ahead of the spoiler control. Late night partying by the crew was suspected the night before.","Moscow, Russia",55.7504461,37.6174943,POINT (55.7504461 37.6174943)
2635,3/12/1972,7:33,Spantax,,Tenerife - Munchen,Convair CV-990-30A-5 Coronado,EC-BZR,30/10/2025,155,148,7,155,148,7,0,Reached a height of 300 feet  when the plane suddenly plunged to earth and crashed. Loss of control precipitated by abnormal maneuvers made by the pilot in command in zero visibility. Crew's loss of situational awareness. Spatial disorientation immediately after takeoff in an almost zero visibility configuration.,"Tenerife, Canary Islands",28.2935785,-16.62144712,POINT (28.2935785 -16.6214471211441)
2636,8/12/1972,12:15,Pakistan International Airlines,631,Gilgit - Rawalpindi,Fokker F-27 Friendship 400,AP-AUS,10314,26,22,4,26,22,4,0,Crashed into hilly area in poor weather conditions. Controlled flight into terrain.,"Rawalpindi, Pakistan",33.5914237,73.0535122,POINT (33.5914237 73.0535122)
2637,8/12/1972,14:28,United Air Lines,553,Washington - Chicago,Boeing B-737-222,N9031U,19069/75,61,55,6,43,40,3,2,"The aircraft crashed while making a nonprecision instrument approach to Runway 31L. The accident occurred in a residential area approximately 1.5 miles southeast of the approach end of Runway 31L. Upon reaching mimimum descent altitude, the pilot raised the nose of the aircraft to stop the descent. The stall warning horn sounded and continued to sound until the plane crashed 17 seconds later. The aircraft was destroyed by impact and subsequent fire. The captain's failure to exercise positive flight management during the execution of a non-precision approach, which culminated in a critical deterioration of airspeed resulting in a stall from which level flight could no longer be maintained. U.S. Representative from Illinois George Collins killed. Wife of  Watergates E. Howard Hunt, Dorothy Hunt, also killed.","Midway Airport, Chicago, Illinois",41.78544375,-87.75082779,POINT (41.78544375 -87.7508277936727)
2638,20/12/1972,18:00,Delta Air Lines/ North Central Airlines,954/575,Tampa - Chicago / Chicago - Madison,Convair CV-880 / McDonnell DC-9-31,N8897E/N954N,22-00-29 / 47159/231,133,122,11,10,10,0,0,"The Delta Convair, taxing across Runway 27L, after landing in heavy fog, was hit by the North Central DC-9 as it took off, shearing off its tail. The DC-9 came crashing back down on the runway and caught fire. Ten people out of 45 aboard the DC-9 were killed. None of the 88 aboard the Convair were killed. The ATC gave ambiguous instructions to the Delta crew, did not use all available information to determine the location of the CV-880 and the CV-880 crew did not request clarification of the controller's instructions.","Chicago, Illinois",41.8755616,-87.6244212,POINT (41.87556160000001 -87.6244212)
2639,21/12/1972,,Air Guadeloupe,,Guadeloupe - St. Maarten,de Havilland Canada DHC-6 Twin Otter 300,F-OGFE,258,13,11,2,13,11,2,0,Crashed on approach into the sea at night.,"St. Maarten off, Netherlands Antilles",18.042123,-63.058205,POINT (18.042123 -63.05820500000001)
2640,23/12/1972,16:34,Braathens,,Alesund - Oslo,Fokker F-28 Fellowship 1000,LN-SUY,11011,45,42,3,40,37,3,0,"Hit high ground while on approach to Fornebu Airport in Oslo. The aircraft descended well below the MDA and was off course by 2,5° at the time of the accident.Pilot error.","Skaugum, Norway",59.8542345,10.4437984,POINT (59.8542345 10.4437984)
2641,29/12/1972,23:42,Eastern Air Lines,401,New York City - Miami,Lockheed L-1011 TriStar 1,N310EA,1011,176,163,13,103,97,6,0,"The crew was preoccupied with a landing gear problem and was trying to replace the landing gear light while on autopilot and in a holding pattern. As the captain got up to help, he inadvertently pushed on the yoke releasing the autopilot. With no ground reference and  under nighttime conditions, the aircraft gradually descended until it crashed into Everglades, 18.7 miles west-northwest of Miami . The failure of the crew to monitor the flight instruments during the final 4 minutes of flight, and to detect a descent soon enough to prevent impact with the ground. After spare parts from the L-1011 were used on other planes, apparitions of the captain, Robert Loft and flight engineer, Don Repo began to be reported by Eastern employees. The book ""The Ghost of Flight 401""and movies ""The Ghost of Flight 401"" and ""Crash"" are based on this accident. Three passengers and one crew member died in weeks following the accident making the total 103.","Everglades National Park, Florida",25.3870275,-80.88026317,POINT (25.3870275 -80.8802631659629)
2642,31/12/1972,19:23,American Express Leasing,,"San Juan, PR - Managua, Nicaragua",Douglas DC-7CF,N500AE,45130/823,5,2,3,5,2,3,0,"The flight crashed moments after taking off after losing the No. 2 engine and losing power in the No. 3 engine.  Overloaded by 4,193 lbs.  Inadequate maintenance, inspection and previous damage to the engine during a taxing accident led to the engine failures. Baseball player Roberto Clemente, 38, killed. Clemente was on a relief mission to deliver supplies for earthquake victims in Nicaragua.","San Juan, Puerto Rico",18.465299,-66.116666,POINT (18.465299 -66.11666600000001)
2643,2/01/1973,8:34,Pacific Western Airlines,,Toronto - Edmonton,Boeing 707-321C,CF-PWZ,18826/389,5,0,5,5,0,5,0,"Landing in poor visibility, turbulence and snow, the cargo plane came in for a landing at a high sink rate. The captain took over the controls to try to arrest the sink rate but the plane crashed into trees, a powerline and finally into a ridge short of the runway. The plane broke in two and was destroyed by fire.","Edmonton, Alberta, Canada",53.535411,-113.507996,POINT (53.535411 -113.507996)
2644,19/01/1973,14:31,British European Airways,,Test flight,Vickers 802 Viscount,G-AOHI,158,4,2,2,4,2,2,0,Crashed into Ben More mountain. The pilot did not maintain a safe altitude and gave insufficient attention to navigation when flying VFR into an area of snow covered high ground in marginal weather conditions.,"Glasgow, Scotland",55.8609825,-4.2488787,POINT (55.8609825 -4.248878700000001)
2645,21/01/1973,23:56,Aeroflot,,Kazan - Perm,Antonov An-24B,CCCP-46276,77303609,39,34,5,39,34,5,0,"The plane went into a spiral dive. As the crew tried to pull the plane out, it broke up due to excesss g loads. Four survived the crash as the plane landed in a blanket of snow but succumbed to the cold before they could be rescued. Cause unknown.","Perm, Russia",58.014965,56.246723,POINT (58.014965 56.246723)
2646,22/01/1973,9:30,Alia Royal Jordanian Airlines,,Jeddah - Lagos,Boeing B-707-3D3C,JY-ADO,20494/850,202,193,9,176,170,6,0,The landing gear collapsed after hitting a depression in the runway while landing. The aircraft ran off the side of the runway and caught fire. Wake turbulence during the landing.,"Kano, Nigeria",11.8948389,8.5364136,POINT (11.8948389 8.536413599999999)
2647,27/01/1973,,TAN,,Miami - Tegucigalpa,Douglas DC-6A,HR-TNO,45476/977,3,0,3,3,0,3,0,The cargo plane crashed and burned ten miles from the destination airport.,"Tegucigalpa, Honduras",14.1056861,-87.204676,POINT (14.1056861 -87.20467600000001)
2648,29/01/1973,,Egyptair,741,Cairo - Nicosia,Ilyushin IL-18D,SU-AOY,188011101,37,30,7,37,30,7,0,Crashed into the Kyrenia Mountains while on approach. Controlled flight into terrain.,"Kyrenia, Cyprus",35.3352654,33.3188405,POINT (35.3352654 33.3188405)
2649,19/02/1973,9:15,Petrolium Helo Inc.,,"Oil platform - Morgan City, LA",Bell 206B,N14831,,5,4,1,5,4,1,0,"Crashed after the failure of the main rotor.  Pylon support link failed due to fatigue, causing complete failure of the main rotor.","Morgan City, Louisiana",29.6993748,-91.20677,POINT (29.6993748 -91.20676999999999)
2650,19/02/1973,10:06,Aeroflot,,Moscow - Praha,Tupolev TU-154,CCCP-85023,23,100,87,13,66,62,4,0,The plane struck the ground short of the runway while landing. Possible windshear or jammed tailplane. Official cause unknown,"Prague, Czechoslovakia",35.488426,-96.686522,POINT (35.48842600000001 -96.686522)
2651,21/02/1973,14:10,Libya Arab Airlines,114,Tripoli - Cairo,Boeing B-727-224,5A-DAH,20244/650,113,104,9,108,100,8,0,"While en route from Tripoli to Cairo, the aircraft drifted over Israeli territory due to strong tailwinds and was shot down by Israeli Phantom fighters. After being hit, a fire broke out and the crew attempted to make an emergency landing in the desert but crashed and burst into flames. Cairo approach control radar and beacon not functioning.","Isma'iliya, Egypt",30.5963288,32.39532736,POINT (30.5963288 32.3953273604768)
2652,21/02/1973,,Aerovias Urraca,,David - Changuinola,Douglas DC-3,HP-560,19242,28,25,3,22,19,3,0,Flew into Cerro Horqueta Mountain. Controlled flight into terrain.,"Cerro Horqueta, Panama",8.8265094,-82.4456064,POINT (8.826509399999997 -82.4456064)
2653,24/02/1973,7:37,Aeroflot,630,"	Dushanbe - 	Leninabad",Ilyushin IL-18,CCCP-75712,189001804,79,71,8,79,71,8,0,The aircraft entered a spin after the plane banked 60 degrees and then dove into the ground.,"Leningrad, Russia",59.938732,30.316229,POINT (59.93873199999999 30.316229)
2654,28/02/1973,,Merpati Nusantara Airlines,,,de Havilland Canada DHC-6 Twin Otter 100,PK-NUC,70,13,10,3,13,10,3,0,Crashed while en route 45 km east of Nabire.,"Nabire, Indonesia",-3.2048097,135.9754943,POINT (-3.2048097 135.975494347338)
2655,28/02/1973,18:59,Aeroflot,256,Semipalatinsk - Karaganda,Yakovlev YAK-40,CCCP-87602,9120118,32,29,3,32,29,3,0,Crashed back on the the runway and broke apart. Official cause could not be determined.,"Semipalatinsk, Kazakhstan",50.405029,80.249176,POINT (50.405029 80.24917600000001)
2656,3/03/1973,12:45,Balkan Bulgarian Airlines,307,Sofia - Moscow,Ilyushin IL-18V,LZ-BEM,182005602,25,17,8,25,17,8,0,"Crashed, broke up and burst in flames while on second approach after descending below glide slope. Icing of tailplane.","Moscow, USSR",55.7101229,37.78177495,POINT (55.71012289999999 37.7817749515823)
2657,5/03/1973,13:50,Lineas Aereas de Espana/Spantax SA Transportes,504/400,Palma de Mallorca - London,MD Douglas DC-9-32/Convair CV-990A,EC-BII/EC-BJC,47077/148 /30-10-22,182,166,16,68,61,7,0,"Midair collision. Both planes were headed to London, at the same altitude, but different airways. When the Convair was at the ATC sector boundary, the crew could barely hear the Marina controller who instructed them to contact Menhir control. The pilot erroneously thought he had to contact Menhir control when passing the Nantes VOR. In order to delay their arrival at the VOR the Convair crew twice tried to request permission to carry out a 360-degree turn. When they did not get any answer from Marina control, they initiated the turn without clearance. While in the midst of an overcast, the Convair collided with the DC-9. The CV-990 lost an outboard portion of its left wing and managed to carry out an emergency landing at Cognac-Châteaubernard Air Base. The DC-9 lost control and crashed. The air traffic control system had been taken over that day by military personnel because of a strike of civilian controllers.","Nantes, France",47.2186371,-1.5541362,POINT (47.2186371 -1.5541362)
2658,15/03/1973,,Indian Airlines,,Training,HAL-748-224,VT-EAU,541,3,0,3,3,0,3,0,While turning and aligning to land the right wing tip struck power lines and a tree. The aircraft then hit a house and caught fire. Multiple errors by the instructor as well as the trainees due to being under the influence of  alcohol.,"Hyderabad, India",17.38878595,78.46106473,POINT (17.38878595 78.4610647345315)
2659,19/03/1973,10:05,Air Vietnam (South Vietnam),,Saigon - Ban Me,Douglas C-54D,XV-NUI,22174,62,57,5,62,57,5,0,Crashed after an explosion in the cargo hold.,"Ben Me Thuot, South Vietnam",12.646102,108.016858,POINT (12.646102 108.016858)
2660,10/04/1973,10:13,Invicta International Airlines (UK),435,Bristol - Basel,Vickers Vanguard 952,G-AXOP,745,145,139,6,108,104,4,0,Crashed into a forest during a snowstorm. Malfunctioning navigation equipment. Navigational error by crew.,"Basel, Switzerland",47.5581077,7.5878261,POINT (47.55810770000001 7.5878261)
2661,12/04/1973,14:50,Military - U.S. Navy / NASA,,,Lockheed P-3C / Convair CV-990-30A-5,157332/N711NA,5547 / 1,17,0,17,16,0,16,0,"A Navy P-3C collided with a NASA research jet as it prepared to land at Moffett Naval Air Station. A ground controller mistakenly gave both planes permission to land on the same runway and the NASA plane settled on top of the P-3, 300 ft. off the ground. Both planes crashed onto a golf course. Five aboard the P-3 and 11 aboard the Convair were killed.","Moffett AFB, California",-7.53333,-38.16667,POINT (-7.53333 -38.16667)
2662,18/04/1973,,Bakhtar Afghan Airlines,,Bamiyan - Kabul,de Havilland Canada DHC-6 Twin Otter 100,YA-GAT,111,19,16,3,4,2,2,0,The chartered American/Canadian tour group's plane crashed on takeoff.,"Bamiyan, Afghanistan",34.75,67.25,POINT (34.75 67.25)
2663,11/05/1973,4:37,Aeroflot,6551,"	Tashkent, Uzbekistan - 	Novosibirsk, Russia",Ilyushin IL-18B,SSR-75687,189001202,61,55,8,61,55,8,0,The plane disintegrated during an emergency descent and crashed 84km from Semipalatins. Collision with a foreign object causing damage to the wing.,"Semipalatinsk, USSR",50.42675,80.26669,POINT (50.42675 80.26669)
2664,18/05/1973,9:38,Aeroflot,109,Moscow - Chita,Tupolev TU-104A,CCCP-42411,820303,81,72,9,81,72,9,0,The aircraft broke up at FL 300. Detonation of a bomb in the cabin being carried by a hijacker.,"Chita, Siberia, USSR",52.049608,113.460101,POINT (52.049608 113.460101)
2665,19/05/1973,15:00,Cambodia Air,,Svay Rieng - Phnom Penh,Douglas C-47A,XW-TDM,10078,11,9,2,11,9,2,0,Crashed shortly after taking off after being hit by ground fire.,"Svay Rieng, Cambodia",11.1942275,105.7973275,POINT (11.1942275 105.797327508362)
2666,29/05/1973,,Air Gaspé,,,Douglas DC-3,CF-QBB,10081,4,1,3,4,1,3,0,"the crew failed to realize their altitude was too low when the plane struck a tree and crashed, 5 km southeast of Rimouski.","Rimouski, Prov. Quebec, Canada",48.424607,-68.559021,POINT (48.424607 -68.559021)
2667,31/05/1973,21:58,Indian Airlines,440,Madras - Delhi,Boeing B-737-2A8,VT-EAM,20486/279,65,58,7,48,43,5,0,The plane crashed and caught fire after hitting power lines during a landing attempt. The landing was made despite visibility below minima. Crew error.,"New Delhi, India",28.6141793,77.2022662,POINT (28.6141793 77.2022662)
2668,1/06/1973,7:20,Cruzeiro,,Belem - Sao Luis,Sud Aviation SE-210 Caravelle VIN,PP-PDX,126/127,23,16,7,23,16,7,0,"While on a go-around the aircraft attained a nose up attitude, stalled and crashed. Loss of power in the No.1 engine at a critical stage of the landing.","Sao Luis, Brazil",-2.5634605,-44.2448718,POINT (-2.5634605 -44.2448718)
2669,3/06/1973,15:29,Aeroflot,,Demonstration,Tupolev TU-144,CCCP-77102,1-Feb,6,0,6,6,0,6,8,"During a steep climb at an airshow, the airplane was observed to level off very abruptly and then begin a dive. The plane broke apart and exploded before crashing into a residential area killing 8 people and seriously injuring 60 others. The pilot, possibly startled by a close encounter with a Mirage jet photographing the TU-144, overreacted causing a compressor stall. The aircraft then went into a dive and broke apart after the aircraft's design capacity was exceeded.","Goussainville, France",49.0323168,2.4733628,POINT (49.0323168 2.4733628)
2670,9/06/1973,,Varig,,,Boeing 707-327C,PP-VLJ,19106/502,4,0,4,2,0,2,0,The cargo plane was making an instrument approach to Runway 14 with the speed brake lever at 45 degrees and inboard spoilers deactivated when it was noted that the spoiler switch cover was open. The captain or copilot then closed the spoiler switch cover and activated the inboard spoiler causing the aircraft to pitch down. The plane descended from a height of about 70 meters and struck approach lights.,"Rio de Janeiro, Brazil",-22.9110137,-43.2093727,POINT (-22.9110137 -43.2093727)
2671,20/06/1973,22:47,Aeromexico,,Houston - Monterrey - Puerto Vallarta - Mexico City,McDonnell Douglas DC-9-15,XA-SOC,47100/153,27,22,5,27,22,5,0,"The aircraft hit high ground during an approach, 32 kms from the airport.","Puerto Vallarta, Mexico",20.6407176,-105.2203066,POINT (20.6407176 -105.2203066)
2672,30/06/1973,13:39,Aeroflot,SU-512,"Amman, Jordan - Beirut, Lebanon - Yerevan, Armenia",Tupolev TU-134A,CCCP-65668,1351306,85,78,8,2,0,2,7,"The aircraft was not able to lift off during takeoff, overshot the runway and crashed into a house bursting into flames.","Amman, Jordan",31.9515694,35.9239625,POINT (31.9515694 35.9239625)
2673,4/07/1973,,Aeroflot,,Yuzhno -Shakhtyorsk,Ilyushin IL-14,CCCP-91534,147001150,18,13,5,18,13,5,0,"Controlled flight into terrain, 53 km south of Shakhtyorsk. The crew descended below a safe altitude during the approach.","Shakhtyorsk, Russia",49.1592435,142.1070013,POINT (49.1592435 142.1070013)
2674,9/07/1973,19:53,Aeroflot,5385,Kuibyshev - Simferopol,Tupolev TU-124V,CCCP-45062,4351407,61,54,7,2,2,0,0,Made a forced landing after experiencing engine failure. Complete destruction of turbine and due to a design and manufacturing defect.,"Nnear Kuybyshev, Russia",53.230142,50.223532,POINT (53.230142 50.223532)
2675,11/07/1973,14:03,Varig,820,Rio - de Janerio - Paris,Boeing B-707-345C,PP-VJZ,19106/683,134,117,17,123,116,7,0,Fire aboard the aircraft in the aft right toilet was reported and an emergency descent made. The plane was heavily damaged by fire before fire fighters could rescue passengers. Most fatalities were due to CO before rescuers could reach passengers. The fire started in the aft right toilet either from an electrical short or discarded cigarette.,"Paris, Orly Airport, France",48.742209,2.401797,POINT (48.742209 2.401797)
2676,22/07/1973,22:07,Pan American World Airways,816,"Auckland, NZ - Papeete, Tahiti - Honolulu - Los Angeles",Boeing B-707-321B,N417PA,18959/470,79,69,10,78,68,10,0,"The aircraft crashed 30 seconds after takeoff from Faaa Airport into the ocean. Cause unknown.  It is possible an instrument failure diverted the crews attention during a turn. The aircraft was named ""Clipper Winged Racer.""","Papeete, Tahiti",-17.54111685,-149.5717902,POINT (-17.54111685 -149.571790220888)
2677,23/07/1973,16:43,Ozark Air Lines,809,"Marion, IL - St. Louis",Fairchild-Hiller FH-227B,N4215,513,44,41,3,38,37,1,0,"The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service.","St. Louis, Missouri",38.6268039,-90.1994097,POINT (38.6268039 -90.1994097)
2678,24/07/1973,7:08,Air Hawaii,,Honolulu - Lihue,Volpar C45G,N234JC,,5,4,1,5,4,1,0,"The plane experienced engine faiure while taking off and crashed into the ocean. Fuel starvation. Rear auxillary tanks not serviced. Overloaded, improper center of gravity.","Honolulu, HI",21.304547,-157.8556764,POINT (21.304547 -157.8556764)
